car_distance,public_transit_distance,biking_distance,lighting_hours,appliance_usage_hours,computer_usage_hours,device_charging_hours,electric_vehicle_charging_kwh,renewable_energy_usage_kwh,heating_usage,meat_meals,veg_meals,waste_generated,shower_duration_minutes,appliance_usage_hours_water,other_water_usage_hours,single_use_items_used,carbon_footprint,energy_intensity,ecological_impact,sustainability_tip
11.873375618963788,24.89864472648662,11.836890457031252,7.066510971171462,4.9883636932633,6.230855908010112,1.7397963308626654,17.286923075450158,16.91671232170503,11.884368408797542,2,3,4.14929110672559,18.957216091614995,2.7401990972480896,1.1223922232745016,9,11.355975067763001,4.671045163567662,86.90554528397415,2
15.907606769330457,10.465113675868947,1.6952733951806809,2.7101130932007296,2.9297399448077397,6.6841034756373405,2.760466349150785,15.226256798302899,0.39191881349756597,11.912331265397034,2,2,2.3554547629222045,8.636165878434266,2.7174799375445136,1.7807163402528645,0,13.122769910163434,3.5605366379428824,100.0,5
31.41219338394685,23.6464542427133,13.437646475928243,9.705594848390927,2.455808249262845,6.082508928923285,1.4891146765261922,12.59151519416151,5.608857568239156,13.798319842454141,3,5,1.9583069033636276,10.119622567734385,1.8179279928363514,0.884822142788831,5,19.809396116216377,4.006997842548106,92.53441602524546,0
10.173992766291235,17.865365101037458,4.565220859509761,9.501259621713476,4.10106180111954,6.325027561314913,2.3972061687591166,17.367339389327483,11.0172831174086,11.768119195521408,2,5,1.7535237929692462,17.398658739889534,1.7338774749877213,1.2993700764195,1,11.186372546123131,6.079417222164421,83.80863648296746,2
40.117224365438254,19.128966897773715,12.945449612893883,5.815237017816286,1.7716105574565901,7.7682152767348445,2.870307951425199,10.572635126675875,8.669642839584299,8.88627599786891,2,1,4.194755615216833,9.127385998549252,2.307858982927635,0.7107755084402045,0,17.769892597736167,5.90187415165305,84.64673218380435,0
19.85278402851317,18.558642709633087,4.188410187322062,9.433841148002202,3.105663216527754,1.378751370469393,3.1197958289942114,1.6423732461445373,24.558931813545463,4.802564003990179,3,5,4.4954703048714215,6.3287767911810855,1.0990929136244518,0.267829925573204,8,12.584857240028883,4.323147482994755,96.98035892646519,1
4.827802755642946,11.268855767996333,8.262606442431908,5.5671751875522775,3.325203844956684,6.551939692281117,2.446948449665311,2.423743656210804,9.198058357066868,1.7997590535096153,3,3,2.696063241967015,14.820856927884671,2.2417586067663953,0.7036487309195418,4,11.02044210093993,3.6739929649656413,97.24960085467109,1
12.623820098538502,16.64129313021273,14.535820186437547,9.49067376495787,4.55213698919158,1.1420144731920243,2.2871823655573675,13.514101845971387,21.57995046957712,5.7567960467063255,1,3,4.712128378913896,19.52937665546518,0.7736030690919891,1.3410122144902024,1,9.138006454600983,6.231219757509356,81.65845853166141,2
36.447927896009524,21.65120614212256,4.476938944220144,5.868923446743177,2.2581027418448225,7.091722538278102,2.2449823396850674,16.578398776923414,23.46029500598191,0.21195392234026,3,0,4.841083152425484,7.675107696198751,1.031592410693438,1.4751668113345118,0,17.78521318976275,4.949518231368889,95.092153548677,0
41.48950479627366,25.269533305231,9.279585771396587,4.616275145172805,4.104062982153485,6.251894940132772,1.185457836747145,12.591737487698559,4.742393250622859,4.353353654036114,1,4,1.4347720154436883,13.644713927393518,1.0785696788057804,1.61545931398993,9,12.092086009239734,3.907214951806804,96.49377373511992,0
49.6115042981631,23.554322161911653,12.932020225021784,4.00992247381864,2.184849447085369,5.545197154572628,3.4972221029411807,3.6751279532192616,6.812095607869631,1.56235207226048,0,1,2.334845651678455,15.403165801714326,2.0943277550313297,1.4810147652145513,9,8.990487952658851,3.850840873557625,100.0,0
5.907680960331124,13.530283621490671,0.041736567562944415,8.567280280653275,1.3005854251304119,1.331004328641313,1.107599384179643,13.541983832124409,0.19064245510992672,16.77989053553315,1,3,4.606907858726553,10.3868452223528,1.2161434039522188,1.0308208661615244,7,10.958854676850368,3.4271078841634965,100.0,3
49.57814357369077,17.296269653022208,11.487392360134711,8.19333578803551,2.8159852582255036,3.188050849345464,0.6274134589170328,3.8310439948729513,2.2656714671140277,15.07314406863756,0,0,0.5304948419977482,10.302865577669845,1.792632779191196,0.6774726319266897,6,13.663725017576331,4.030814632066798,100.0,0
4.248989177538359,9.648746575633131,3.7703558361786804,3.9164624712550955,4.951909186243952,3.92503063336033,0.9079430307490332,19.676731038500254,20.236080533634777,2.863431421697824,1,3,4.554611812711668,6.36284271747802,1.367531024844077,1.2046461826797712,2,0.7677794526864572,2.736424667694852,91.85102974855826,3
14.423977894083922,16.9930961898524,3.8241369871376567,9.927990271107793,2.537337197075492,1.1872738607800457,1.8626407493842774,17.184178950786116,19.709064917705717,14.660515858672836,2,4,4.9338354837214355,6.0565353667951545,2.792006479447906,1.9180924184306618,9,13.31125360258654,3.4293175946099805,95.7495450362033,2
18.163710790046967,16.402712384644342,9.526785265320314,6.712775346530184,1.1180138977935998,2.8586026317503124,0.9791391062542236,7.237045403433983,22.93290414863463,5.430958902414562,2,3,4.908411533542718,16.39854594204138,2.2324816915165098,1.5732174000680605,6,14.319764442181157,5.305416044960181,95.62579265065615,3
